id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
20589,Women,Accessories,Wallets,Wallets,Beige,Winter,2015.0,Casual,Baggit Women Taj Beige Wallet
15053,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2013.0,Formal,Franco Leone Men Brown Formal Shoe
24041,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Locomotive Men Printed Black T-shirt
3414,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Myntra Mens Game over T-shirt
49763,Women,Apparel,Bottomwear,Leggings,Grey,Summer,2012.0,Casual,Vishudh Grey Leggings
20930,Women,Accessories,Bags,Handbags,Red,Winter,2016.0,Casual,Fastrack Women Red Sling Bag
44887,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Puma Men Navy Blue Badge Polo T-shirt
33888,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Citizen Men White Dial Eco-Drive Watch AW1041-53B
4017,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,ADIDAS Men's Durante Black White Red Shoe
22354,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,John Players Men Stripes Grey Shirt
56147,Women,Personal Care,Makeup,Eyeshadow,Green,Spring,2017.0,Casual,Colorbar Green Enchanting Trio Eye Shadow
38129,Unisex,Accessories,Bags,Backpacks,Black,Summer,2015.0,Casual,Wildcraft Unisex Black & Green Printed Backpack
2099,Men,Apparel,Topwear,Shirts,White,Winter,2010.0,Casual,Lee Men Checks Dark Blue Shirt
18900,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Arrow Woman Igor Black Top
5748,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Probase Men's Ability Will You Get Turquoise T-shirt
32455,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,ADIDAS Men Polo White T-shirt
49648,Women,Apparel,Dress,Dresses,Cream,Summer,2012.0,Casual,Mineral Cream & Purple Printed Dress
53137,Women,Footwear,Shoes,Flats,Brown,Winter,2015.0,Casual,Catwalk Women Brown Sandals
54636,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Men Silver Dial Watch
56953,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,HM Women Black wedges
3359,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's I Believe Big Bang Theory Black T-shirt
48570,Women,Accessories,Jewellery,Bracelet,Black,Summer,2013.0,Casual,Lucera Women Black & Silver Bracelet
42978,Men,Apparel,Innerwear,Boxers,Black,Summer,2016.0,Casual,FCUK Black Boxers
31162,Unisex,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Kids Unisex Blue Jeans
10015,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Locomotive Men American Glory White Tshirts
30467,Women,Apparel,Innerwear,Bra,White,Summer,2014.0,Casual,Lovable Women All Day Long White Bra
30872,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Fabindia Women Beige Hand Block Printed Kurta
9610,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Indigo Nation Men Stripes White Shirts
58328,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2012.0,Casual,Lotto Men Blue Flip Flops
47241,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2013.0,Casual,Playboy Men Blue  Casual Shoes
11036,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Jealous 21 Women Solid Black Tops
17552,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue & Cream Striped Shirt
29609,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Formal,Indigo Nation Men Striped Red Shirt
58842,Men,Accessories,Cufflinks,Cufflinks,Black,Summer,2012.0,Casual,Hakashi Men Black Cufflinks
42979,Men,Apparel,Innerwear,Boxers,Black,Summer,2016.0,Casual,FCUK Black & White Boxers
43186,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Men Silver Dial Watch
46816,Girls,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Gini and Jony Girls Yellow Top
25799,Women,Accessories,Bags,Handbags,Turquoise Blue,Summer,2012.0,Casual,Hidekraft Women Leather Turquoise Blue Handbag
42699,Women,Footwear,Shoes,Flats,Silver,Winter,2012.0,Casual,Rocia Women Silver Sandals
19241,Men,Apparel,Topwear,Jackets,Black,Fall,2010.0,Casual,Puma Men Lifestyle Track Black Jacket
25017,Women,Footwear,Shoes,Heels,Black,Fall,2011.0,Formal,United Colors of Benetton Women Black Ballerinas
3469,Unisex,Accessories,Headwear,Other,Black,Fall,2010.0,Sports,ADIDAS Unisex Black White Headband
5408,Unisex,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,Quechua Wayta Jr Blue
4466,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Puma Men's Vibrant Black White Shoe
56672,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Dial Chronograph Watch
33787,Men,Apparel,Topwear,Shirts,Brown,Spring,2013.0,Smart Casual,Van Heusen Men Brown Giza Cotton Shirt
31114,Boys,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Gini and Jony Boys Washed Blue 3/4 Length Pants
40971,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2012.0,Casual,Buckaroo Men Brown Casual Shoes
20055,Women,Accessories,Mufflers,Mufflers,Grey,Fall,2011.0,Casual,United Colors Of Benetton Women Grey Muffler
13056,Women,Accessories,Watches,Watches,Burgundy,Winter,2016.0,Casual,Fastrack Women Burgundy Dial Watch 2166SL02
48752,Women,Accessories,Jewellery,Bangle,Silver,Summer,2015.0,Casual,Lucera Women Silver Bangle
10307,Women,Footwear,Shoes,Flats,Silver,Fall,2011.0,Casual,Clarks Women Arizona Metallic Leather Silver Ballerinas
47047,Women,Apparel,Bottomwear,Salwar,Purple,Summer,2012.0,Ethnic,Shree Women & Cream Jodhpuri Salwar
17218,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Men Funky Eyewear Black Sunglasses
8896,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Bling Purple Shirt
18052,Women,Accessories,Wallets,Wallets,Blue,Winter,2015.0,Casual,Lino Perros Women Solid Turquoise Blue Wallet
45293,Women,Accessories,Watches,Watches,Red,Winter,2016.0,Casual,CASIO SHEEN Women Red Dial Watch SX017
10277,Men,Footwear,Shoes,Formal Shoes,Black,Spring,2012.0,Smart Casual,Clarks Men Black Leather Semiformal Shoes
50827,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,New Hide Men Black Wallet
9378,Unisex,Accessories,Headwear,Caps,Black,Fall,2011.0,Casual,Nike Unisex Cbf Core Black Caps
13018,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Inc 5 Women Casual Black Flats
39889,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Men Desma White Sports Shoes
13986,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Men D Force Lo SF White Casual Shoes
19666,Women,Apparel,Topwear,Tops,Grey,Summer,2011.0,Casual,United Colors of Benetton Women Solid Grey Top
36254,Men,Apparel,Loungewear and Nightwear,Night suits,Navy Blue,Summer,2016.0,Casual,SDL by Sweet Dreams Men Navy Blue & White Pyjama Set
53440,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2012.0,Sports,ADIDAS Men Red Pre L Boot Sports Shoes
29286,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Wrangler Men Adino Stripe White Shirt
29736,Women,Accessories,Bags,Handbags,Peach,Summer,2012.0,Casual,Kiara Women Peach Handbag
18308,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Wills Lifestyle Men Striped Green T-shirt
59360,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Vishudh Women White Printed Kurta
54638,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Men Silver Dial Watch
55991,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Colorbar Velvet Matte Bronx Lipstick 40 BR
56352,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Nike Fragrances Men No Limits Perfume 150 ml
6591,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Spykar Women's Paint Your Life White T-shirt
47452,Women,Footwear,Shoes,Flats,Black,Summer,2012.0,Casual,Tiptopp Women Black Sandals
42211,Women,Apparel,Topwear,Tunics,Lavender,Summer,2012.0,Casual,Sepia Women Lavender Tunic
25665,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch NE3001SL05
8779,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Indigo Nation Men Club Satin Hot Stepper Navy Blue Shirt
33059,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Blue & Red Check Shirt
41352,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Wrangler Women Classics Jeans
13685,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,ADIDAS Men Dash Casual Shoes
31239,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Reisen Polo Red T-shirt
46324,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Reebok Men Grey Premier Road Supreme Sports Shoes
9212,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Puma Men Apex Black Floaters
5463,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men's Street Pana White Shoe
22851,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012.0,Casual,Woodland Men Khaki Casual Shoes
36364,Men,Accessories,Ties,Ties,Blue,Summer,2012.0,Formal,Reid & Taylor Men Blue Tie
17772,Men,Accessories,Belts,Belts,Brown,Fall,2011.0,Formal,Reid & Taylor Men Classic Black Belt
19947,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Nike Unisex Classic Base Black Backpack
26878,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Jealous 21 Women Printed Yellow Top
31122,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Gini and Jony Girls Printed White Top
11231,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Esprit Women Twist Houston White Watches
40501,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Men White Dial Watch
45660,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,2016.0,Casual,Park Avenue Men Black Square Neck Vest
25369,Men,Apparel,Innerwear,Innerwear Vests,Green,Summer,2016.0,Casual,Levis Men Green Innerwear Vest
33022,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Mother Earth Women Black Kurta
31843,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Titan Women Steel Dial Watch
54608,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Jockey ELANCE Men Blue Briefs 1009
49011,Women,Accessories,Jewellery,Ring,Silver,Summer,2013.0,Casual,Lucera Women Silver Ring
12556,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Tantra Men Green Printed T-shirt
9920,Women,Accessories,Bags,Handbags,Red,Fall,2011.0,Casual,Puma Women Ferrari LS Red Handbags
8193,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Locomotive Men Solid Poplin Lamar Blue Shirts
15547,Men,Accessories,Socks,Socks,Grey,Summer,2011.0,Sports,Fila Men Pack Of 3 Grey Socks
57211,Women,Apparel,Bottomwear,Jeggings,Pink,Fall,2012.0,Casual,Kraus Jeans Women Pink Jeggings
24954,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Blue T-shirt
33938,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,ADIDAS Men Clima White T-shirt
7247,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Rockport Men's Allender Brown Shoe
7742,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Purple Polo T-shirt
31275,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Spike Graphic Black T-shirt
17983,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,U.S. Polo Assn. Unisex Laptop  Black Backpack
33209,Women,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,Sepia Women Printed White Dress
26621,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Puma Men Kevler Runner White Sports Shoes
16851,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Idee Women Funky Eyewear Black Sunglasses
49720,Men,Accessories,Ties,Ties,Grey,Summer,2012.0,Casual,Park Avenue Men Grey Tie
36898,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Chronograph Watch FS4545
20168,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Wrangler Men Calgary Grey Shirt
48528,Men,Footwear,Flip Flops,Flip Flops,Red,Fall,2012.0,Casual,Calvin Klein Men Red Flip Flops
55359,Women,Personal Care,Nails,Nail Polish,Gold,Spring,2017.0,Casual,Revlon Golden Touch Nail Enamel 384
51900,Women,Accessories,Wallets,Wallets,Black,Summer,2016.0,Casual,Nyk Women Black Wallet
34422,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Myntra Men Orange Lost Souls T-shirt
13493,Unisex,Accessories,Bags,Rucksacks,Red,Winter,2015.0,Travel,Wildcraft Unisex Gangotri Black & Red Rucksack
24846,Men,Apparel,Topwear,Jackets,Grey,Summer,2015.0,Casual,Wildcraft Men Grey Wind Cheater Jacket
47525,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Facit Men Blue Brief
25422,Men,Footwear,Shoes,Sports Shoes,Green,Summer,2012.0,Sports,Nike Men Air Profusion Green Sports Shoes
15748,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Casual,Highlander Men Classic Chinos Black Trousers
4181,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2011.0,Smart Casual,Rockport Men Brown Leather Casual Shoes
13634,Women,Apparel,Loungewear and Nightwear,Lounge Pants,White,Winter,2015.0,Casual,Hanes Women White Lounge Pants
53116,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Myntra Men Purple T-shirt
27915,Women,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,Scullers For Her Women Striped Black Trousers
55144,Women,Personal Care,Nails,Nail Polish,Pink,Summer,2019.0,Casual,Lakme Truewear Color Crush Nail Polish 21
43688,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Doodle Girls Pink Top
22018,Women,Apparel,Topwear,Kurtas,Red,Fall,2011.0,Ethnic,Vishudh Women Printed Rust Red Kurta
43543,Men,Apparel,Topwear,Shirts,Lavender,Summer,2012.0,Casual,Scullers Men Checked Lavender Shirt
49757,Women,Apparel,Bottomwear,Leggings,Maroon,Summer,2012.0,Casual,Vishudh Maroon Leggings
58666,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,2012.0,Ethnic,ALayna Women Navy Blue Kurta
48111,Women,Apparel,Bottomwear,Shorts,Brown,Summer,2012.0,Casual,French Connection Women Light Brown Shorts
32624,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,Nike Men Miler Blue T-shirt
39895,Men,Footwear,Shoes,Sports Shoes,Navy Blue,Summer,2012.0,Sports,ADIDAS Men Navy Blue Corona Sports Shoes
57512,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Provogue Men Brown Casual Shoes
23539,Men,Apparel,Topwear,Sweatshirts,White,Fall,2011.0,Casual,Classic Polo Men White Sweatshirt
41144,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Allen Solly Woman Pink Top
18792,Men,Accessories,Wallets,Wallets,Brown,Fall,2010.0,Casual,Peter England Men Elements Brown Wallet
4197,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Ed Hardy Men's Buddha Light Blue T-shirt
43200,Men,Accessories,Watches,Watches,Grey,Summer,2017.0,Casual,Fastrack Men Grey Dial Watch NA3015AL02
30311,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Myntra Men Freak Show Red T-shirt
6665,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2011.0,Sports,Nike Men's Lunarglide 2 Grey Yellow Shoe
17280,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,U.S. Polo Assn. Men Red T-shirt
56559,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017.0,,Streetwear Pink Rose Lip Gloss 51
17901,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Sports,Nike Men Football Soccer Black Jacket
51150,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Parx Men Black Socks
33954,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,ADIDAS Men Clima Blue Polo T-shirt
39510,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,Peter England Unisex Black Backpack
46652,Men,Personal Care,Fragrance,Deodorant,Brown,Spring,2017.0,Casual,Rasasi Men Knowledge Deo
30112,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Flying Machine Men Check Blue Shirt
17744,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Puma Women Body Train Black Sports Shoe
21523,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Kiara Women Sequins Black Handbag
8713,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Fastrack Unisex Brown Sunglasses
45271,Men,Accessories,Watches,Watches,Black,Summer,2016.0,Casual,Casio YOUTH Men Digital Watch I068 W-753-3AVDF
53372,Unisex,Accessories,Bags,Backpacks,Red,Summer,2012.0,Casual,Puma Unisex Red Ferrari Backpack
10661,Women,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Casual,Doodle Girl Hot  Ice Wash Blue Shorts
21921,Women,Apparel,Topwear,Tunics,Pink,Fall,2011.0,Ethnic,BIBA OUTLET Women Printed Multi Tunic
9892,Men,Apparel,Bottomwear,Trousers,White,Fall,2011.0,Formal,Indian Terrain Men Laffer Off-White Trousers
39861,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Gini and Jony Boys Polo Green T-Shirt
39062,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Arrow Sport Men Red & White Striped T-shirt
33349,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Homme Men Black Semi Formal Shoes
43947,Women,Footwear,Shoes,Heels,Bronze,Winter,2012.0,Casual,Catwalk Women Bronze Heels
18922,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Levis Men Classic Mustard Checks Shirt
48608,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Women Silver Earrings
5717,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Basics Men Grey & White Striped T-shirt
49287,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Arrow Men Pack of 5 Socks
34800,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Flying Machine Men Woven Black Belt
53578,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Women White Dial Watch
1913,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,Nike Mens Seize Victory Black T-shirt
49956,Men,Apparel,Bottomwear,Shorts,Black,Summer,2016.0,Casual,Hanes Men Black Panelled 3/4th Pants
8673,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men metal rim Black Sunglasses
42110,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Black Polo T-shirt
4885,Women,Apparel,Topwear,Tops,Purple,Summer,2011.0,Casual,Levis Kids Girl's Darcy Purple Kidswear
18309,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Wills Lifestyle Men Striped Navy Blue T-shirt
